Store  ,Format Desc  ,Region ,"Total Sales (Sales Inc VAT, Inc DI)",Completed Order Count,Avg Basket Size (Prod Sales),AIP,IPO,Distinct Customers,Frequency,Avg E2E: total delivery time,DOT% (60 mins),Pick availability (pre-sub),Avg E2E: dispatched to arrived at customer,Avg E2E: pick end to dispatched,Avg E2E: pick trip time,Avg E2E: time at customer door,Avg E2E: time to respond to pick
5621 Brayton Express,Convenience North,NORTH EAST,"£4,884",160,£27.54,£2.54,10.9,122,1.3,38.7,83.20%,99.90%,7,25,3,2,1
5622 Clocktower Liverpool Express,Convenience North,NORTH WEST,"£4,762",154,£28.01,£2.65,10.6,120,1.3,35.2,90.70%,98.70%,7,19,4,1,4
5628 Nottingham Castle Boulevard Express,Convenience Central,MIDLANDS,"£4,214",127,£30.04,£2.91,10.3,92,1.4,23,98.50%,99.90%,8,9,3,1,2
5630 Dumbarton Rd Express,Convenience North,WEST SCOTLAND,"£2,922",85,£31.34,£2.64,11.9,65,1.3,35.1,96.50%,98.60%,6,17,6,4,2
5631 Southbourne Grove Express,Convenience South,SOUTH CENTRAL,"£2,422",69,£32.06,£2.81,11.4,44,1.6,27.2,94.10%,99.40%,4,17,3,2,1
5632 Fleetwood Express,Convenience North,NORTH WEST,£999,30,£30.32,£2.72,11.1,26,1.2,43.5,80.00%,97.10%,4,31,4,2,2
5634 Kidderminster Comberton Hill Express,Convenience Central,MIDLANDS,"£4,057",147,£24.46,£2.68,9.1,94,1.6,20.4,100.00%,99.00%,5,9,3,2,2
5635 Bradford Sunbridge Rd Express,Convenience North,NORTH EAST,"£1,929",60,£29.09,£2.22,13.1,50,1.2,26.2,100.00%,98.80%,9,8,4,3,3
5636 Camelon Esso Express,Convenience North,WEST SCOTLAND,"£10,921",296,£33.82,£2.86,11.8,205,1.4,32.4,91.20%,98.00%,7,16,4,2,3
5637 Bishopbriggs Express,Convenience North,WEST SCOTLAND,"£10,079",276,£33.47,£2.82,11.9,210,1.3,30.2,96.80%,99.50%,8,12,4,3,3
5639 ABERDEEN GRT WST EXPRESS,Convenience North,EAST SCOTLAND,"£5,430",163,£30.24,£2.84,10.7,125,1.3,56,66.70%,98.80%,10,37,4,3,2
5644 Romford Manor Park Express,Convenience London,GREATER LONDON,"£1,851",55,£30.61,£3.11,9.8,42,1.3,20.8,100.00%,99.10%,5,9,3,3,1
5645 New Malden Express,Convenience London,SOUTH EAST,"£6,818",203,£30.50,£2.94,10.4,140,1.5,23,96.50%,99.00%,7,9,3,1,2
5648 Drayton Park Express,Convenience London,GREATER LONDON,"£2,216",68,£29.70,£2.68,11.1,46,1.5,29.8,89.60%,97.40%,6,16,4,1,3
5649 Norbiton Express,Convenience London,SOUTH EAST,"£2,805",83,£30.76,£3.06,10.1,64,1.3,22.4,97.60%,98.70%,4,10,3,1,4
5654 Huddersfld Wakefield Express,Convenience North,NORTH EAST,"£2,345",76,£27.85,£2.96,9.4,62,1.2,26.7,98.60%,98.50%,7,12,4,1,3
5655 Edgware Hale Ln Express,Convenience London,SOUTH EAST,"£3,511",117,£26.90,£2.81,9.6,80,1.5,21.8,100.00%,99.50%,7,9,3,1,2
5656 Robin Hood Express,Convenience Central,MIDLANDS,"£7,632",220,£31.50,£2.73,11.6,142,1.5,20.8,100.00%,98.90%,6,8,3,1,2
5657 March Hostmoor Superstore,Large Central,EAST ANGLIA,"£7,930",227,£31.94,£2.38,13.4,174,1.3,42.1,84.70%,98.90%,8,22,8,2,3
5660 Fletcher Gate The Pod Express,Convenience Central,MIDLANDS,"£3,780",126,£26.80,£2.74,9.8,88,1.4,25.4,98.40%,99.00%,8,11,4,2,2
5662 Leicester Granby St Express,Convenience Central,MIDLANDS,£50,2,£23.60,£1.57,15,2,1,44.6,50.00%,96.20%,1,36,5,2,1
5664 Durrington Express,Convenience South,SOUTH CENTRAL,"£8,976",264,£30.91,£2.65,11.7,184,1.4,29.7,96.60%,99.40%,7,13,3,2,4
5665 Bessacarr Esso Express,Convenience North,NORTH EAST,"£4,279",132,£29.29,£3.11,9.4,83,1.6,35.8,94.70%,98.70%,6,23,3,2,2
5667 Clifton Ln Esso Express,Convenience Central,MIDLANDS,"£2,001",66,£27.14,£2.75,9.9,45,1.5,24.3,100.00%,100.00%,6,10,4,3,2
5669 Auld Cross Esso Express,Convenience North,WEST SCOTLAND,"£7,088",219,£29.30,£2.36,12.4,167,1.3,27,98.20%,99.70%,6,14,3,2,2
5671 Leaventhorpe Esso Express,Convenience North,NORTH EAST,"£3,811",113,£30.65,£2.23,13.7,84,1.3,23.3,100.00%,95.80%,6,7,6,2,3
5672 Worthing South Farm Rd Express,Convenience South,SOUTH EAST,"£4,064",131,£27.93,£2.62,10.7,88,1.5,22.7,97.70%,99.90%,4,11,3,2,2
5674 Whippendell Rd Express,Convenience London,SOUTH EAST,"£7,270",247,£26.31,£2.30,11.4,186,1.3,31,94.80%,98.40%,8,14,4,1,3
5675 Bedford Ford End Express,Convenience Central,SOUTH EAST,"£10,307",318,£29.41,£2.61,11.3,219,1.5,27.9,99.10%,99.30%,9,11,3,2,2
5676 Newquay Narrowcliff Express,Convenience South,SOUTH WEST,£804,26,£27.79,£3.16,8.8,17,1.5,67.9,51.90%,99.50%,5,56,2,2,3
5677 Kilwinning Express,Convenience North,WEST SCOTLAND,"£3,629",125,£26.00,£2.43,10.7,100,1.3,55.8,64.80%,99.10%,6,43,3,2,2
5678 Clapham Wandsworth Express,Convenience London,GREATER LONDON,"£2,735",74,£33.89,£2.46,13.8,57,1.3,28.5,91.80%,100.00%,6,15,4,1,2
5679 Warmley Deanery Rd Esso Express,Convenience South,SOUTH CENTRAL,"£2,941",91,£29.30,£2.79,10.5,52,1.8,26.1,97.80%,99.10%,5,14,3,3,1
5680 Claughton Express,Convenience North,NORTH WEST,"£8,942",274,£29.57,£2.91,10.2,182,1.5,33.7,92.00%,98.50%,9,16,4,1,4
5681 Wellingborough Queensway Express,Convenience Central,MIDLANDS,"£5,219",162,£29.11,£2.56,11.4,114,1.4,23.7,98.80%,99.30%,6,11,3,2,2
5684 Dunfermline Express,Convenience North,EAST SCOTLAND,"£17,194",510,£30.60,£2.56,11.9,379,1.3,33.3,93.10%,98.60%,8,16,4,2,3
5685 Bradwell Express,Convenience Central,EAST ANGLIA,"£15,804",479,£29.84,£2.65,11.3,320,1.5,25.4,97.70%,99.50%,7,11,3,2,3
5686 Croydon Rd Express,Convenience London,SOUTH EAST,"£2,978",107,£24.74,£2.41,10.3,77,1.4,23,100.00%,96.20%,5,9,5,1,3
5687 Redhill Surrey Express,Convenience South,SOUTH EAST,"£6,370",194,£29.74,£2.59,11.5,147,1.3,35.4,92.70%,99.10%,7,19,4,3,3
5690 Watford St Alban Express,Convenience London,SOUTH EAST,"£4,013",123,£29.63,£2.65,11.2,97,1.3,31.2,92.50%,99.30%,7,18,3,1,2
5692 Stansted Express,Convenience Central,SOUTH EAST,"£6,560",180,£33.34,£2.77,12.1,124,1.5,36.6,86.80%,99.40%,6,23,3,2,3
5698 Rockfield Esso Express,Convenience North,WEST SCOTLAND,"£15,604",449,£31.69,£2.71,11.7,319,1.4,29.2,98.20%,99.10%,8,12,4,3,3
5700 Aintree Molyneux Way Express,Convenience North,NORTH WEST,"£3,801",119,£28.96,£2.64,11,94,1.3,36,92.80%,97.20%,8,19,4,3,3
5703 Cathays Terrace Express,Convenience South,WALES,"£1,503",43,£31.88,£2.39,13.3,36,1.2,28.7,86.40%,99.40%,4,19,3,1,1
5705 Alfreton Rd Nottingham Express,Convenience Central,MIDLANDS,"£2,432",66,£33.68,£2.67,12.6,46,1.4,22.1,97.00%,99.50%,8,9,3,1,2
5706 Knaphill High St Express,Convenience South,SOUTH EAST,"£3,201",87,£33.66,£2.58,13,69,1.3,38.1,85.40%,98.90%,7,23,4,2,2
5711 West Hampstead Express,Convenience London,GREATER LONDON,"£1,346",39,£31.46,£2.40,13.1,31,1.3,26.5,92.30%,98.50%,4,16,5,1,1
5713 Baillieston Express,Convenience North,WEST SCOTLAND,"£15,163",462,£29.76,£2.43,12.2,344,1.3,33,97.20%,98.40%,9,14,4,2,4
5715 Ely Cardiff Express,Convenience South,WALES,"£12,767",424,£27.06,£2.89,9.4,274,1.5,25,99.30%,99.00%,7,8,4,2,5
5717 Undercliffe Express,Convenience North,NORTH EAST,"£1,874",62,£27.22,£2.27,12,39,1.6,24,98.40%,96.60%,7,8,4,2,3
5724 Northampton Link Rd Express,Convenience Central,MIDLANDS,"£3,268",107,£27.39,£2.51,10.9,76,1.4,23.6,100.00%,99.10%,6,10,4,2,3
5725 Rustington Sterling Parade Express,Convenience South,SOUTH EAST,"£4,447",144,£27.84,£2.42,11.5,110,1.3,38.1,85.40%,98.70%,6,24,4,2,3
5726 Church Village Express,Convenience South,WALES,"£13,141",395,£30.17,£2.67,11.3,296,1.3,29.6,96.20%,98.90%,9,10,4,2,4
5727 Woodford Green Express,Convenience London,SOUTH EAST,"£11,150",338,£29.97,£2.60,11.6,249,1.4,24.9,97.90%,99.80%,8,10,3,1,2
5732 Swansea Uplands Crescent Express,Convenience South,WALES,"£3,712",112,£30.21,£2.99,10.1,86,1.3,28.7,95.50%,99.90%,7,15,3,1,2
5734 Swillington Express,Convenience North,NORTH EAST,"£2,038",69,£26.28,£2.82,9.3,46,1.5,31,89.70%,98.30%,6,15,4,2,4
5735 Herne Bay Express,Convenience South,SOUTH EAST,"£7,589",235,£29.25,£2.62,11.1,179,1.3,32.2,90.30%,99.50%,6,18,3,2,3
5736 Limehouse Express,Convenience London,GREATER LONDON,"£5,866",174,£30.67,£2.57,12,116,1.5,30.1,94.30%,99.00%,8,14,3,4,1
5737 Sheffield Broadfield Rd Express,Convenience North,NORTH EAST,"£7,590",208,£33.50,£2.76,12.1,154,1.4,31.2,94.80%,98.60%,10,14,4,1,2
5746 Luton Dunstable Rd Express,Convenience Central,SOUTH EAST,"£6,673",192,£31.79,£2.64,12,134,1.4,25.5,100.00%,98.80%,8,8,4,3,2
5749 St Albans Beech Rd Express,Convenience Central,SOUTH EAST,"£2,385",77,£27.89,£2.57,10.9,55,1.4,22.3,98.70%,99.60%,5,10,3,2,2
5751 Erdington Six Ways Express,Convenience Central,MIDLANDS,"£8,170",258,£28.58,£2.54,11.3,187,1.4,26.4,96.90%,99.20%,10,9,3,1,2
5753 Prestwich Bury Express,Convenience North,NORTH WEST,"£13,839",418,£30.00,£2.59,11.6,304,1.4,27.6,98.10%,97.70%,8,9,4,2,5
5774 Pontyclun Express,Convenience South,WALES,"£5,697",164,£31.67,£2.49,12.7,117,1.4,36.3,89.60%,99.60%,8,20,4,2,3
5775 Kensal Rise Express,Convenience London,GREATER LONDON,"£3,160",102,£27.94,£2.41,11.6,71,1.4,24.4,96.10%,98.10%,6,10,4,1,3
5777 Norwich Unthank Rd Express,Convenience Central,EAST ANGLIA,"£3,472",103,£30.55,£2.53,12.1,70,1.5,23.5,99.00%,99.40%,4,11,4,2,2
5782 Fegg Hayes Express,Convenience Central,MIDLANDS,"£6,705",212,£28.55,£2.70,10.6,140,1.5,22.4,100.00%,98.60%,6,8,4,2,2
5783 Aldridge Paddock Ln Express,Convenience Central,MIDLANDS,"£7,566",237,£28.83,£2.51,11.5,172,1.4,28.6,99.20%,99.70%,8,12,3,2,3
5784 Southwark Walworth Rd Express,Convenience London,GREATER LONDON,"£1,357",46,£26.44,£3.09,8.6,35,1.3,27.5,95.70%,95.20%,5,10,7,2,3
5786 Arbroath Superstore,Large North,EAST SCOTLAND,"£6,452",149,£40.27,£2.35,17.1,115,1.3,41.3,82.20%,97.60%,7,21,9,2,3
5787 Ickenham High Rd Express,Convenience London,SOUTH EAST,"£3,430",106,£29.26,£2.73,10.7,79,1.3,24.3,99.00%,97.60%,6,8,5,1,4
5789 Crown St Express,Convenience South,SOUTH EAST,"£1,241",34,£33.54,£2.68,12.5,27,1.3,28.8,88.20%,100.00%,4,19,3,1,1
5791 Tarbock Woodlands Esso Express,Convenience North,NORTH WEST,"£3,363",104,£29.30,£2.65,11,80,1.3,35.2,93.30%,97.90%,7,22,3,1,2
5795 Leeds Beeston Express,Convenience North,NORTH EAST,"£2,311",78,£26.58,£2.85,9.3,47,1.7,26.9,96.20%,97.30%,7,13,3,2,2
5798 Crewe Arms Esso Express,Convenience Central,MIDLANDS,"£4,574",144,£28.86,£2.78,10.4,100,1.4,30.2,95.10%,99.10%,8,16,3,2,2
5800 Bristol St North Express,Convenience South,SOUTH CENTRAL,"£2,671",80,£30.46,£2.95,10.3,38,2.1,23.9,97.60%,99.10%,5,12,4,1,3
5801 Broken Cross Macclesfield Express,Convenience Central,MIDLANDS,"£12,944",390,£30.14,£2.76,10.9,290,1.3,27.5,97.70%,99.30%,7,12,3,2,3
5802 Fairfield Express,Convenience Central,SOUTH EAST,"£3,489",104,£30.65,£2.58,11.9,86,1.2,31.6,94.10%,97.80%,8,16,4,2,2
5805 Cornmill Shopping Centre Express,Convenience North,NORTH EAST,"£2,780",92,£27.57,£2.67,10.3,68,1.4,43.1,74.70%,98.30%,9,27,4,1,2
5806 Wakefield Express,Convenience North,NORTH EAST,"£2,524",80,£28.69,£3.04,9.4,56,1.4,27.5,96.30%,99.80%,7,14,3,1,3
5807 Southampton Burgess Rd Express,Convenience South,SOUTH CENTRAL,"£4,030",130,£27.87,£2.41,11.6,92,1.4,27.2,97.70%,98.00%,7,12,4,1,3
5808 Ossett Express,Convenience North,NORTH EAST,"£5,164",147,£32.07,£2.94,10.9,98,1.5,20.2,98.60%,98.30%,5,9,3,1,2
5810 Slough Burnham Ln Express,Convenience South,SOUTH EAST,"£8,873",277,£28.96,£2.66,10.9,193,1.4,23.7,99.30%,98.70%,6,8,4,2,4
5812 Middleton Rd Banbury Express,Convenience Central,SOUTH CENTRAL,"£3,666",116,£28.50,£2.59,11,84,1.4,21.5,100.00%,98.70%,6,8,3,2,2
5814 Riverbank Court Express,Convenience South,WALES,"£3,015",102,£26.30,£2.56,10.3,74,1.4,27.9,97.10%,99.30%,5,14,3,2,3
5818 Cardiff Wellfield Rd Express,Convenience South,WALES,"£4,154",118,£32.26,£2.74,11.8,87,1.4,32.6,92.30%,99.40%,9,16,4,1,3
5819 Claremont Crescent Express,Convenience North,NORTH EAST,"£2,696",78,£31.41,£2.89,10.9,58,1.3,30.1,96.20%,98.90%,6,16,4,2,2
5820 Waunceirch Express,Convenience South,WALES,"£9,293",264,£32.19,£2.85,11.3,192,1.4,35.4,92.70%,98.40%,8,18,4,2,4
5822 Earlsfield Garratt Ln Express,Convenience London,GREATER LONDON,"£2,316",66,£32.34,£2.75,11.8,44,1.5,22.5,93.80%,100.00%,4,13,3,1,1
5828 Coventry Holyhead Express,Convenience Central,MIDLANDS,"£9,493",283,£30.49,£2.41,12.6,220,1.3,23.3,99.60%,98.70%,8,7,3,2,2
5831 Leicester Saffron Express,Convenience Central,MIDLANDS,"£1,858",58,£29.01,£2.54,11.4,43,1.3,25.1,100.00%,99.30%,6,11,5,2,2
5839 Leicester Humberstone Express,Convenience Central,MIDLANDS,"£8,732",280,£28.01,£2.59,10.8,179,1.6,24.5,99.60%,99.20%,8,9,3,1,3
5841 Poplar High St Express,Convenience London,GREATER LONDON,"£3,983",134,£26.58,£2.49,10.7,80,1.7,25.1,99.30%,99.40%,6,10,3,4,3
5842 South Ockendon Derry Court Express,Convenience Central,SOUTH EAST,"£9,003",307,£26.12,£2.36,11.1,214,1.4,29.5,95.20%,100.00%,6,15,4,2,3
5858 Penarth Express,Convenience South,WALES,"£8,301",238,£31.82,£2.66,12,167,1.4,24.2,99.60%,98.70%,7,9,4,2,3
5861 Fortune Green Rd Express,Convenience London,GREATER LONDON,"£1,832",51,£32.74,£2.46,13.3,40,1.3,29,86.30%,98.70%,4,17,4,1,2
5862 Winchester Andover Rd Esso Express,Convenience South,SOUTH CENTRAL,"£3,125",100,£28.14,£2.84,9.9,68,1.5,32.2,92.10%,99.40%,4,19,3,2,3
5865 Exeter Cowick St Express,Convenience South,SOUTH WEST,"£4,904",151,£29.42,£2.55,11.5,95,1.6,28.7,92.90%,100.00%,6,17,3,1,2
5867 Luton Hitchin Rd Express,Convenience Central,SOUTH EAST,"£3,203",93,£31.26,£2.55,12.2,76,1.2,24.6,100.00%,99.10%,6,10,3,2,3
5869 Cardiff North Rd Express,Convenience South,WALES,"£2,033",55,£34.02,£2.68,12.7,45,1.2,30.6,93.00%,99.10%,6,16,4,1,3
5872 Cheltenham Hewlett Rd Express,Convenience Central,SOUTH CENTRAL,"£6,788",217,£28.16,£2.48,11.4,167,1.3,36.2,89.00%,99.40%,7,20,3,2,4
5873 Letchworth Express,Convenience Central,SOUTH EAST,"£6,350",189,£30.51,£2.69,11.3,113,1.7,25.5,94.70%,99.20%,5,14,3,2,2
5875 Cambridge Clifton Rd Express,Convenience Central,EAST ANGLIA,"£3,685",109,£30.90,£2.63,11.7,80,1.4,30.8,91.50%,97.70%,8,15,4,1,3
5877 Hucknall Annesley Rd Express,Convenience Central,MIDLANDS,"£9,184",270,£31.00,£2.63,11.8,200,1.4,20.7,100.00%,99.30%,6,7,3,2,2
5880 Bournemouth Triangle Express,Convenience South,SOUTH CENTRAL,"£3,443",105,£29.73,£2.73,10.9,70,1.5,29.3,92.30%,99.40%,6,14,4,1,4
5882 Willingdon Freshwater Square Express,Convenience South,SOUTH EAST,"£7,804",219,£32.59,£2.61,12.5,164,1.3,39.8,88.10%,98.20%,8,21,4,2,5
5884 Beaumont Rd Express,Convenience South,SOUTH WEST,"£4,366",142,£27.77,£2.43,11.4,100,1.4,35.8,89.10%,99.30%,7,21,4,1,3
5886 Derby St Peters Street Express,Convenience Central,MIDLANDS,"£3,164",104,£27.27,£2.41,11.3,75,1.4,31.2,96.10%,97.90%,9,10,5,2,4
5887 Cambridge Rd Harrogate Express,Convenience North,NORTH EAST,"£1,022",28,£33.45,£2.45,13.6,24,1.2,32.2,92.90%,97.90%,9,17,3,2,2
5890 Harlesden Stonebridge Express,Convenience London,GREATER LONDON,"£7,544",269,£24.95,£2.44,10.2,212,1.3,26.2,98.50%,99.00%,6,9,4,2,5
5893 Worcester Foregate St Express,Convenience Central,MIDLANDS,"£4,164",127,£29.76,£2.58,11.5,97,1.3,33.8,92.10%,99.00%,7,18,3,2,3
5899 Dewsbury Esso Express,Convenience North,NORTH EAST,"£2,592",80,£29.31,£2.63,11.2,63,1.3,28.7,97.50%,96.90%,7,13,4,1,4
5900 Broughty Ferry Express,Convenience North,EAST SCOTLAND,"£4,224",106,£36.90,£2.42,15.2,76,1.4,41.9,84.10%,99.30%,7,27,4,2,2
5907 East Ham High St Express,Convenience London,GREATER LONDON,"£5,979",193,£28.01,£2.57,10.9,122,1.6,23.1,98.40%,99.10%,6,10,4,1,2
5908 Whalley Range Express,Convenience North,NORTH WEST,"£3,305",107,£28.04,£2.64,10.6,75,1.4,35.3,89.30%,98.80%,8,19,4,1,3
5910 Torquay Lymington Express,Convenience South,SOUTH WEST,"£4,318",138,£28.27,£2.49,11.4,97,1.4,44.5,78.40%,97.90%,5,33,3,2,2
5911 East Ham Pilgrims Way Express,Convenience London,GREATER LONDON,"£1,217",44,£24.68,£2.61,9.5,28,1.6,20.9,100.00%,100.00%,5,10,3,1,2
5912 City Rd Express,Convenience London,GREATER LONDON,£352,11,£28.48,£2.93,9.7,10,1.1,44.3,72.70%,98.70%,6,25,4,6,2
5913 Bath Row Birmingham Express,Convenience Central,MIDLANDS,"£2,673",77,£31.64,£2.61,12.1,62,1.2,25.7,100.00%,99.10%,6,13,4,1,2
5916 Princess St Manch Express,Convenience North,NORTH WEST,"£3,228",96,£30.74,£2.80,11,81,1.2,53.3,63.00%,97.40%,13,31,3,2,4
5917 Penketh Express,Convenience North,MIDLANDS,"£2,407",76,£28.61,£3.22,8.9,48,1.6,32,92.10%,99.50%,6,18,3,2,3
5921 Leicester Hinckley Rd Express,Convenience Central,MIDLANDS,"£3,656",118,£27.93,£2.49,11.2,84,1.4,20.7,96.60%,99.50%,5,10,3,1,2
5922 Harrow Pinner Rd Express,Convenience London,SOUTH EAST,"£2,053",61,£30.59,£2.75,11.1,44,1.4,21.6,100.00%,100.00%,6,9,3,1,2
5923 Wanstead Express,Convenience London,GREATER LONDON,"£6,118",201,£27.34,£2.68,10.2,143,1.4,25.4,97.00%,98.10%,7,13,3,1,2
5926 Farringdon Rd Express,Convenience London,GREATER LONDON,£485,19,£22.23,£2.78,8,12,1.6,22.3,89.50%,96.40%,5,10,4,3,2
5927 High Wycombe New Rd Exp,Convenience South,SOUTH EAST,"£1,331",43,£27.64,£2.82,9.8,29,1.5,21.9,100.00%,99.70%,4,12,3,2,1
5929 Turnpike Lane Express,Convenience London,GREATER LONDON,"£1,150",41,£25.00,£2.45,10.2,33,1.2,28.1,90.20%,99.20%,6,14,4,2,1
5931 Barry Holton Express,Convenience South,WALES,"£4,969",149,£30.19,£2.71,11.2,109,1.4,22.7,98.60%,99.30%,6,10,3,2,2
5932 Barking Ripple Rd Express,Convenience London,SOUTH EAST,"£6,403",221,£25.92,£2.49,10.4,153,1.4,29.4,94.10%,99.90%,8,13,3,2,4
5933 Forest Gate Woodgrange Rd Express,Convenience London,GREATER LONDON,"£1,413",45,£28.34,£2.37,12,33,1.4,24.8,97.70%,99.60%,6,12,4,1,3
5934 East Sheen Express,Convenience London,GREATER LONDON,"£2,166",67,£29.23,£2.60,11.3,40,1.7,28.5,92.50%,97.90%,4,17,3,1,3
5935 Eastcote Field End Rd Express,Convenience London,SOUTH EAST,"£2,439",77,£28.68,£2.98,9.6,52,1.5,19.7,100.00%,97.70%,5,8,5,1,2
5936 Consett Durham Rd Express,Convenience North,NORTH EAST,"£9,676",279,£31.73,£2.83,11.2,204,1.4,38.6,84.20%,99.30%,7,23,4,2,3
5942 Victory Pier Gillingham Express,Convenience South,SOUTH EAST,"£3,549",119,£26.75,£2.63,10.2,88,1.4,34.6,95.80%,100.00%,7,20,3,2,2
5944 Holland On Sea Express,Convenience Central,SOUTH EAST,"£4,264",136,£28.23,£2.54,11.1,98,1.4,31.9,91.90%,99.80%,5,20,3,1,2
5945 Walthamstow Forest Express,Convenience London,SOUTH EAST,"£3,292",105,£28.36,£2.37,12,78,1.3,27.4,95.20%,99.10%,5,16,3,1,2
5949 Leytonstone Rd Express,Convenience London,GREATER LONDON,"£2,546",87,£26.03,£2.13,12.2,68,1.3,24.2,95.40%,97.20%,6,10,4,1,3
5950 Cheadle Wilmslow Express,Convenience North,MIDLANDS,"£1,271",45,£25.52,£2.94,8.7,30,1.5,29.5,97.60%,97.20%,7,16,3,1,2
5951 Whitecross Weston-super-mare Express,Convenience South,SOUTH CENTRAL,"£6,332",187,£30.81,£2.83,10.9,131,1.4,33.8,92.50%,98.40%,7,18,5,2,2
5955 Lytham St Annes Express,Convenience North,NORTH WEST,"£2,119",62,£31.06,£2.82,11,45,1.4,35.6,90.20%,97.30%,6,21,4,2,2
5956 Mansell St Express,Convenience London,GREATER LONDON,£690,23,£26.89,£2.38,11.3,17,1.4,18.2,100.00%,99.20%,5,6,4,3,1
5958 Bishop's Stortford South St Express,Convenience Central,SOUTH EAST,"£9,239",294,£28.35,£2.67,10.6,202,1.5,36.8,86.90%,99.30%,7,20,4,2,3
5959 Westburn Esso Express,Convenience North,WEST SCOTLAND,"£9,238",265,£31.86,£2.78,11.4,180,1.5,27.6,97.80%,99.60%,7,12,3,3,3
5964 Liverpool Lord St Express,Convenience North,NORTH WEST,£723,23,£28.44,£2.09,13.6,22,1,34.3,85.70%,98.00%,8,19,4,1,2
5966 Oxford Banbury Rd Express,Convenience Central,SOUTH CENTRAL,"£3,807",115,£30.06,£2.60,11.5,92,1.3,30.8,94.80%,95.50%,8,13,5,1,3
5967 Newcastle Chillingham Rd Express,Convenience North,NORTH EAST,"£3,804",107,£32.68,£2.62,12.5,75,1.4,34.4,86.90%,99.00%,7,19,4,1,3
5977 Uddingston Superstore,Large North,WEST SCOTLAND,"£8,799",209,£39.06,£2.51,15.6,153,1.4,40.5,90.40%,98.20%,10,15,8,3,4
5983 Ilford Cranbrook Rd Express,Convenience London,SOUTH EAST,"£1,169",40,£26.23,£3.15,8.3,26,1.5,20.5,100.00%,96.80%,5,10,3,1,1
5984 Belgrave Gate Leicester Express,Convenience Central,MIDLANDS,£690,19,£33.14,£2.39,13.9,13,1.5,34.3,89.50%,98.30%,7,17,6,2,2
5986 Preston Rd Wembley Express,Convenience London,SOUTH EAST,"£1,051",44,£20.63,£2.32,8.9,34,1.3,19.6,100.00%,99.10%,4,10,3,1,2
5987 Taunton High St Express,Convenience South,SOUTH CENTRAL,£369,13,£24.75,£2.90,8.5,10,1.3,50.2,78.60%,100.00%,5,39,2,2,2
5989 Bow Violet Rd Express,Convenience London,GREATER LONDON,"£4,655",165,£25.08,£2.55,9.8,126,1.3,34.1,87.20%,99.90%,8,15,3,2,6
5990 Rogerstone Newport Express,Convenience South,WALES,"£5,297",172,£27.73,£2.52,11,138,1.2,30.5,93.00%,97.60%,7,15,4,2,2
5994 Cardiff St Marys Express,Convenience South,WALES,"£1,238",40,£27.96,£2.16,13,32,1.3,27.7,92.10%,98.60%,6,15,4,1,1
5995 Eccles Monton Rd Express,Convenience North,NORTH WEST,"£5,917",186,£28.85,£2.73,10.6,142,1.3,30,96.10%,98.90%,8,14,4,1,3
5996 Kingsley Park Express,Convenience Central,MIDLANDS,"£2,319",74,£28.29,£2.36,12,60,1.2,23.7,98.60%,98.50%,5,9,4,2,4
6005 Frances Wharf Express,Convenience London,GREATER LONDON,"£2,640",85,£28.04,£2.55,11,73,1.2,19.8,100.00%,98.90%,4,6,4,4,2
6006 Lillington Express,Convenience Central,MIDLANDS,"£4,385",145,£27.06,£2.71,10,115,1.3,29.2,98.00%,98.00%,6,16,4,2,2
6007 Liverpool Rd Express,Convenience North,NORTH WEST,£435,11,£36.98,£2.47,15,9,1.2,37.5,90.90%,100.00%,9,20,4,4,1
6009 Mile End Rd Lond Express,Convenience London,GREATER LONDON,£370,10,£34.00,£3.09,11,10,1,40.7,80.00%,100.00%,10,22,4,3,2
6013 Clifton St Express,Convenience South,WALES,"£4,659",145,£29.01,£2.79,10.4,91,1.6,29.9,94.50%,98.70%,7,16,4,1,2
6014 Hounslow Staines Rd Express,Convenience London,SOUTH EAST,"£3,544",117,£27.21,£2.91,9.3,85,1.4,24.2,99.10%,98.50%,7,11,3,1,2
6016 Worthing Chapel Rd Express,Convenience South,SOUTH EAST,"£1,404",45,£28.14,£2.44,11.5,33,1.4,27.1,100.00%,97.70%,5,14,3,3,2
6020 Clapham Oval Express,Convenience London,GREATER LONDON,£646,24,£23.77,£2.14,11.1,20,1.2,27.1,95.80%,99.50%,4,14,5,1,3
6023 Harrow Shaftsbury Express,Convenience London,SOUTH EAST,"£2,079",66,£28.35,£2.65,10.7,47,1.4,21.8,100.00%,97.90%,5,8,5,2,2
6026 Kursaal Southend Express,Convenience Central,SOUTH EAST,"£2,012",71,£25.26,£2.64,9.6,46,1.5,25.8,97.20%,99.40%,3,15,3,2,3
6031 Broadway Express,Convenience Central,SOUTH EAST,"£3,964",114,£31.72,£2.95,10.8,75,1.5,28,95.70%,99.40%,4,16,4,2,2
6032 Mortlake Express,Convenience London,GREATER LONDON,"£3,256",105,£28.03,£2.73,10.3,52,2,25.9,96.20%,99.80%,5,15,3,1,3
6033 Chadwell Heath Express,Convenience London,SOUTH EAST,"£4,050",151,£23.70,£2.36,10,115,1.3,30.1,92.70%,98.00%,8,14,4,1,3
6035 Wallasey Liscard Express,Convenience North,NORTH WEST,"£5,083",163,£28.14,£2.53,11.1,124,1.3,32.3,87.00%,99.20%,6,20,3,1,2
